,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score,Lannister_Word_Score,Stark_Word_Score,Targaryen_Word_Score,Mormont_Word_Score
5903,5/13/2012,Season 2,Episode 7,A Man Without Honor,catelyn stark,Wise men do not make demands of kings.,House Stark, wise men do not make demands of kings,8,"['wise', 'men', 'do', 'not', 'make', 'demands', 'of', 'kings']","['wise', 'men', 'make', 'demands', 'kings']","['wise', 'men', 'make', 'demand', 'king']", wise men make demand king,"{'neg': 0.197, 'neu': 0.395, 'pos': 0.408, 'compound': 0.3818}",0.3818,0.0014360162130862767,0.0015723270440251573,0.002130249543517955,0.0011414077362079899
3489,4/1/2012,Season 2,Episode 1,The North Remembers,catelyn stark,"You want to leave Sansa in the Queen's hands? And Arya, I haven't heard a word about Arya. What are we fighting for if not for them?",House Stark, you want to leave sansa in the queens hands and arya i have not heard a word about arya what are we fighting for if not for them,28,"['you', 'want', 'to', 'leave', 'sansa', 'in', 'the', 'queens', 'hands', 'and', 'arya', 'i', 'have', 'not', 'heard', 'a', 'word', 'about', 'arya', 'what', 'are', 'we', 'fighting', 'for', 'if', 'not', 'for', 'them']","['want', 'leave', 'sansa', 'queens', 'hands', 'arya', 'heard', 'word', 'arya', 'fighting']","['want', 'leave', 'sansa', 'queen', 'hand', 'arya', 'heard', 'word', 'arya', 'fighting']", want leave sansa queen hand arya heard word arya fighting,"{'neg': 0.261, 'neu': 0.423, 'pos': 0.317, 'compound': 0.2023}",0.2023,0.00037058482918355523,0.0013069968553459119,0.0008825319537431528,0.0008243500317057706
6024,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,robb stark,"It was before they killed my father. I still thought I could march south and rescue him in time, but only if I crossed that bridge.",House Stark, it was before they killed my father i still thought i could march south and rescue him in time but only if i crossed that bridge,26,"['it', 'was', 'before', 'they', 'killed', 'my', 'father', 'i', 'still', 'thought', 'i', 'could', 'march', 'south', 'and', 'rescue', 'him', 'in', 'time', 'but', 'only', 'if', 'i', 'crossed', 'that', 'bridge']","['killed', 'father', 'still', 'thought', 'could', 'march', 'south', 'rescue', 'time', 'crossed', 'bridge']","['killed', 'father', 'still', 'thought', 'could', 'march', 'south', 'rescue', 'time', 'crossed', 'bridge']", killed father still thought could march south rescue time crossed bridge,"{'neg': 0.268, 'neu': 0.536, 'pos': 0.196, 'compound': -0.296}",-0.296,0.0007895983576354162,0.00096483704974271,0.00038731809882144635,0.00034588113218423933
6855,6/3/2012,Season 2,Episode 10,Valar Morghulis,catelyn stark,Walder Frey is a dangerous man to cross.,House Stark, walder frey is a dangerous man to cross,8,"['walder', 'frey', 'is', 'a', 'dangerous', 'man', 'to', 'cross']","['walder', 'frey', 'dangerous', 'man', 'cross']","['walder', 'frey', 'dangerous', 'man', 'cross']", walder frey dangerous man cross,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0.0006022003474232773,0.0004520440251572327,0.0005477784540474742,0.001014584654407102
5443,5/6/2012,Season 2,Episode 6,The Old Gods and the New,robb stark,"Of course, a spy would deny being a spy.",House Stark, of course a spy would deny being a spy,9,"['of', 'course', 'a', 'spy', 'would', 'deny', 'being', 'a', 'spy']","['course', 'spy', 'would', 'deny', 'spy']","['course', 'spy', 'would', 'deny', 'spy']", course spy would deny spy,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.34}",-0.34,0.000995946728430805,0.0011202830188679245,0.0007303712720632988,0.0002536461636017755
6727,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,Like stags.,House Lannister, like stags,2,"['like', 'stags']","['like', 'stags']","['like', 'stag']", like stag,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,0.001679212507237985,0.0013757861635220125,0.0018259281801582471,0.0006341154090044388
5382,5/6/2012,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,I left when I was a baby.,House Targaryen, i left when i was a baby,7,"['i', 'left', 'when', 'i', 'was', 'a', 'baby']","['left', 'baby']","['left', 'baby']", left baby,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0004913522012578616,0.0006086427267194157,0.0
3295,4/1/2012,Season 2,Episode 1,The North Remembers,daenerys targaryen,No one will take my dragons.,House Targaryen, no one will take my dragons,6,"['no', 'one', 'will', 'take', 'my', 'dragons']","['one', 'take', 'dragons']","['one', 'take', 'dragon']", one take dragon,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0012738853503184713,0.001572327044025157,0.004666260904848853,0.0019023462270133164
3765,4/8/2012,Season 2,Episode 2,The Night Lands,tyrion lannister,"I intend to serve as Hand of the King until my father returns from the war, and seeing as you betrayed the last Hand of the King, well, I just wouldn't feel safe with you lurking about.",House Lannister, i intend to serve as hand of the king until my father returns from the war and seeing as you betrayed the last hand of the king well i just would not feel safe with you lurking about,38,"['i', 'intend', 'to', 'serve', 'as', 'hand', 'of', 'the', 'king', 'until', 'my', 'father', 'returns', 'from', 'the', 'war', 'and', 'seeing', 'as', 'you', 'betrayed', 'the', 'last', 'hand', 'of', 'the', 'king', 'well', 'i', 'just', 'would', 'not', 'feel', 'safe', 'with', 'you', 'lurking', 'about']","['intend', 'serve', 'hand', 'king', 'father', 'returns', 'war', 'seeing', 'betrayed', 'last', 'hand', 'king', 'well', 'would', 'feel', 'safe', 'lurking']","['intend', 'serve', 'hand', 'king', 'father', 'return', 'war', 'seeing', 'betrayed', 'last', 'hand', 'king', 'well', 'would', 'feel', 'safe', 'lurking']", intend serve hand king father return war seeing betrayed last hand king well would feel safe lurking,"{'neg': 0.305, 'neu': 0.325, 'pos': 0.37, 'compound': 0.25}",0.25,0.0012738853503184713,0.001410469848316685,0.0007518527800651606,0.0007460181282405163
6866,6/3/2012,Season 2,Episode 10,Valar Morghulis,robb stark,My father is dead. And the only parent I have left has no right to call anyone reckless.,House Stark, my father is dead and the only parent i have left has no right to call anyone reckless,18,"['my', 'father', 'is', 'dead', 'and', 'the', 'only', 'parent', 'i', 'have', 'left', 'has', 'no', 'right', 'to', 'call', 'anyone', 'reckless']","['father', 'dead', 'parent', 'left', 'right', 'call', 'anyone', 'reckless']","['father', 'dead', 'parent', 'left', 'right', 'call', 'anyone', 'reckless']", father dead parent left right call anyone reckless,"{'neg': 0.538, 'neu': 0.462, 'pos': 0.0, 'compound': -0.7906}",-0.7906,0.0005935147654892878,0.0011178262578616352,0.0001902008520998174,0.0007926442612555486
3800,4/8/2012,Season 2,Episode 2,The Night Lands,arya stark,What do the gold cloaks want with you?,House Stark, what do the gold cloaks want with you,8,"['what', 'do', 'the', 'gold', 'cloaks', 'want', 'with', 'you']","['gold', 'cloaks', 'want']","['gold', 'cloak', 'want']", gold cloak want,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.0772}",0.0772,0.0010036672457054622,0.0015068134171907757,0.0018259281801582471,0.0012682308180088776
5357,5/6/2012,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,I already have a husband.,House Targaryen, i already have a husband,5,"['i', 'already', 'have', 'a', 'husband']","['already', 'husband']","['already', 'husband']", already husband,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
4732,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,cersei lannister,"Yes, I know how concerned you are for her safety.",House Lannister, yes i know how concerned you are for her safety,10,"['yes', 'i', 'know', 'how', 'concerned', 'you', 'are', 'for', 'her', 'safety']","['yes', 'know', 'concerned', 'safety']","['yes', 'know', 'concerned', 'safety']", yes know concerned safety,"{'neg': 0.0, 'neu': 0.267, 'pos': 0.733, 'compound': 0.6705}",0.6705,0.0010712217718587143,0.0015477594339622642,0.0016737674984783932,0.0004755865567533291
3451,4/1/2012,Season 2,Episode 1,The North Remembers,cersei lannister,"A mockingbird. . You created your own Sigil, didn't you?",House Lannister, a mockingbird  you created your own sigil did not you,10,"['a', 'mockingbird', 'you', 'created', 'your', 'own', 'sigil', 'did', 'not', 'you']","['mockingbird', 'created', 'sigil']","['mockingbird', 'created', 'sigil']", mockingbird created sigil,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.25}",0.25,0.0,0.0,0.0,0.0
6825,6/3/2012,Season 2,Episode 10,Valar Morghulis,jaime lannister,But it's not a crime to starve. That's justice for you.,House Lannister, but it is not a crime to starve that is justice for you,13,"['but', 'it', 'is', 'not', 'a', 'crime', 'to', 'starve', 'that', 'is', 'justice', 'for', 'you']","['crime', 'starve', 'justice']","['crime', 'starve', 'justice']", crime starve justice,"{'neg': 0.653, 'neu': 0.0, 'pos': 0.347, 'compound': -0.4588}",-0.4588,0.0,0.0,0.0,0.0
5435,5/6/2012,Season 2,Episode 6,The Old Gods and the New,robb stark,I'd call you a liar.,House Stark, i would call you a liar,6,"['i', 'would', 'call', 'you', 'a', 'liar']","['would', 'call', 'liar']","['would', 'call', 'liar']", would call liar,"{'neg': 0.623, 'neu': 0.377, 'pos': 0.0, 'compound': -0.5106}",-0.5106,0.0016599112140513416,0.002292976939203354,0.0012172854534388314,0.0004227436060029592
4014,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,bran stark,"No, my dreams are different. Mine are true. I dreamt of my father dying. And Rickon had the same dream.",House Stark, no my dreams are different mine are true i dreamt of my father dying and rickon had the same dream,20,"['no', 'my', 'dreams', 'are', 'different', 'mine', 'are', 'true', 'i', 'dreamt', 'of', 'my', 'father', 'dying', 'and', 'rickon', 'had', 'the', 'same', 'dream']","['dreams', 'different', 'mine', 'true', 'dreamt', 'father', 'dying', 'rickon', 'dream']","['dream', 'different', 'mine', 'true', 'dreamt', 'father', 'dying', 'rickon', 'dream']", dream different mine true dreamt father dying rickon dream,"{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.7003}",0.7003,0.0003474232773595831,0.0006114605171208945,0.0003043213633597078,0.0002113718030014796
5623,5/13/2012,Season 2,Episode 7,A Man Without Honor,tywin lannister,You're small for your age. I suppose you've been underfed your whole life.,House Lannister, you are small for your age i suppose you have been underfed your whole life,15,"['you', 'are', 'small', 'for', 'your', 'age', 'i', 'suppose', 'you', 'have', 'been', 'underfed', 'your', 'whole', 'life']","['small', 'age', 'suppose', 'underfed', 'whole', 'life']","['small', 'age', 'suppose', 'underfed', 'whole', 'life']", small age suppose underfed whole life,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.00023161551823972206,0.0001637840670859539,0.00030432136335970786,0.0
6745,6/3/2012,Season 2,Episode 10,Valar Morghulis,grand maester pycelle,Would you like something for the pain?,House Lannister, would you like something for the pain,7,"['would', 'you', 'like', 'something', 'for', 'the', 'pain']","['would', 'like', 'something', 'pain']","['would', 'like', 'something', 'pain']", would like something pain,"{'neg': 0.423, 'neu': 0.256, 'pos': 0.321, 'compound': -0.2023}",-0.2023,0.0022872032426172555,0.002088246855345912,0.0018259281801582471,0.0006341154090044388
6669,5/27/2012,Season 2,Episode 9,Blackwater,joffrey lannister,What did my mother say exactly? Did she have urgent business with me?,House Lannister, what did my mother say exactly did she have urgent business with me,13,"['what', 'did', 'my', 'mother', 'say', 'exactly', 'did', 'she', 'have', 'urgent', 'business', 'with', 'me']","['mother', 'say', 'exactly', 'urgent', 'business']","['mother', 'say', 'exactly', 'urgent', 'business']", mother say exactly urgent business,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.2023}",0.2023,0.0006253618992472495,0.0006485849056603774,0.0003651856360316494,0.000507292327203551
5359,5/6/2012,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,And you are far too smart to think that I will succumb to flattery.,House Targaryen, and you are far too smart to think that i will succumb to flattery,14,"['and', 'you', 'are', 'far', 'too', 'smart', 'to', 'think', 'that', 'i', 'will', 'succumb', 'to', 'flattery']","['far', 'smart', 'think', 'succumb', 'flattery']","['far', 'smart', 'think', 'succumb', 'flattery']", far smart think succumb flattery,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.4767}",0.4767,0.00027793862188766645,0.00025550314465408805,0.0003651856360316494,0.0008877615726062143
7062,6/3/2012,Season 2,Episode 10,Valar Morghulis,daenerys targaryen,Come.,House Targaryen, come,1,['come'],['come'],['come'], come,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0011580775911986102,0.0025550314465408804,0.002738892270237371,0.0025364616360177552
4119,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,cersei lannister,Would you like that?,House Lannister, would you like that,4,"['would', 'you', 'like', 'that']","['would', 'like']","['would', 'like']", would like,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612,0.004169079328314998,0.004176493710691824,0.0036518563603164943,0.0012682308180088776
4627,4/22/2012,Season 2,Episode 4,Garden of Bones,lancel lannister,"Mercy! Mercy, my lord! I beg you.",House Lannister, mercy mercy my lord i beg you,7,"['mercy', 'mercy', 'my', 'lord', 'i', 'beg', 'you']","['mercy', 'mercy', 'lord', 'beg']","['mercy', 'mercy', 'lord', 'beg']", mercy mercy lord beg,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.6124}",0.6124,0.0011580775911986102,0.0013020833333333333,0.0003804017041996348,0.0
4873,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,arya stark,I didn't have a choice.,House Stark, i did not have a choice,6,"['i', 'did', 'not', 'have', 'a', 'choice']",['choice'],['choice'], choice,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
3243,4/1/2012,Season 2,Episode 1,The North Remembers,tyrion lannister,Did you? You failed. That bit of theater will haunt our family for a generation.,House Lannister, did you you failed that bit of theater will haunt our family for a generation,15,"['did', 'you', 'you', 'failed', 'that', 'bit', 'of', 'theater', 'will', 'haunt', 'our', 'family', 'for', 'a', 'generation']","['failed', 'bit', 'theater', 'haunt', 'family', 'generation']","['failed', 'bit', 'theater', 'haunt', 'family', 'generation']", failed bit theater haunt family generation,"{'neg': 0.6, 'neu': 0.4, 'pos': 0.0, 'compound': -0.7184}",-0.7184,0.0,0.0,0.0,0.0
6489,5/27/2012,Season 2,Episode 9,Blackwater,joffrey lannister,Sansa.,House Lannister, sansa,1,['sansa'],['sansa'],['sansa'], sansa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0011792452830188679,0.0,0.0
6655,5/27/2012,Season 2,Episode 9,Blackwater,joffrey lannister,"Dog, I command you to go back out there and fight!",House Lannister, dog i command you to go back out there and fight,11,"['dog', 'i', 'command', 'you', 'to', 'go', 'back', 'out', 'there', 'and', 'fight']","['dog', 'command', 'go', 'back', 'fight']","['dog', 'command', 'go', 'back', 'fight']", dog command go back fight,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.3818}",-0.3818,0.0003474232773595831,0.0013168238993710693,0.0010346926354230068,0.000507292327203551
5384,5/6/2012,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,The people will rise to fight for their rightful queen when I return.,House Targaryen, the people will rise to fight for their rightful queen when i return,13,"['the', 'people', 'will', 'rise', 'to', 'fight', 'for', 'their', 'rightful', 'queen', 'when', 'i', 'return']","['people', 'rise', 'fight', 'rightful', 'queen', 'return']","['people', 'rise', 'fight', 'rightful', 'queen', 'return']", people rise fight rightful queen return,"{'neg': 0.342, 'neu': 0.658, 'pos': 0.0, 'compound': -0.3818}",-0.3818,0.0,0.00018016247379454926,0.0004057618178129438,0.0009511731135066582
6229,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,cersei lannister,"Such a droll little fellow. Tell me, have you married this one yet? No? Good. Father will be so pleased.",House Lannister, such a droll little fellow tell me have you married this one yet no good father will be so pleased,20,"['such', 'a', 'droll', 'little', 'fellow', 'tell', 'me', 'have', 'you', 'married', 'this', 'one', 'yet', 'no', 'good', 'father', 'will', 'be', 'so', 'pleased']","['droll', 'little', 'fellow', 'tell', 'married', 'one', 'yet', 'good', 'father', 'pleased']","['droll', 'little', 'fellow', 'tell', 'married', 'one', 'yet', 'good', 'father', 'pleased']", droll little fellow tell married one yet good father pleased,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.7003}",0.7003,0.0011928199189345685,0.0012283805031446542,0.001004260499087036,0.0009511731135066582
